|71577|10|80|0|CAIU3701768|2230|18|
|71577|10|80|0|TCKU2769628|2230|18|
|71577|10|87|0|CMAU6428789|3900|62|
|71577|10|111|0|TRHU2256285|2230|18|
|71577|10|120|0|TLLU8322139|2230|18|
|71577|10|120|0|TRHU1340637|2230|18|
|71577|10|125|0|CMAU2506538|2230|16|
|71577|10|125|0|CMAU3008041|2230|16|
|71577|10|125|0|MAXU1357629|2230|16|
|71577|10|125|0|TCLU3731244|2230|16|
|71577|10|125|0|TCLU3834957|2230|16|
|71577|10|125|0|TCLU7426892|2230|16|
|71577|10|125|0|TEMU0857597|2230|16|
|71577|10|125|0|TGHU1741026|2230|16|
|71577|10|125|0|TLLU2112710|2230|16|
|71577|10|125|0|TRHU1082419|2230|16|
